created_time,id,pre_processed_message,message_min_processed,shares,status_type,full_picture,reactions_like,reactions_haha,reactions_wow,reactions_sad,reactions_angry,reactions_love,has_textual_message
2020-01-22T15:06:06+0000,904277726319518_2798081073605831,editorial new york tim brasil consid crim reportagens glenn greenwald enfrent ameac continu desd revel text vaz mostr ativ ilegal juiz ajud abrir caminh eleica jair bolsonar,editorial do new york times : brasil considera crime reportagens de glenn greenwald . ele enfrentou ameacas continuas desde que revelou que os textos vazados mostravam atividade ilegal de um juiz que ajudou a abrir caminho para a eleicao de jair bolsonaro .,851,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDb7LCcXhTWPTmR&url=https%3A%2F%2Fstatic01.nyt.com%2Fimages%2F2020%2F01%2F21%2Fopinion%2F21greenwald%2F21greenwald-facebookJumbo.jpg&_nc_hash=AQBEUlzw6YWAmVBN,3784,77,27,106,49,51,True
2020-01-22T11:59:49+0000,904277726319518_2797774900303115,melhor artig li sobr cris episodi alvim,melhor artigo que eu li sobre a crise com o episodio alvim .,336,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBqJtZ4UjjWKmKk&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F11%2F07%2F15731576535dc47b1516994_1573157653_3x2_rt.jpg&_nc_hash=AQCHA_MLrObz9hD9,1863,37,6,0,8,39,True
2020-01-20T14:43:19+0000,904277726319518_2794272223986716,vivend barr pes president cas moed destitu comit garant contrataca amig r milm eduard zimm sampai saud filimbert divid cas condomini president jair bolsonar mamat pes,vivendas da barra pesada presidente da casa da moeda destitui comite para garantir contratacao de amigo por r $ 40 mil/mes : eduardo zimmer sampaio e saudir filimberti dividem uma casa no condominio do presidente jair bolsonaro . mamata da pesada !,2119,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBrzomfrBu009xz&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2020%2F01%2F17%2F15792625725e21a26c40d1e_1579262572_3x2_xl.jpg&_nc_hash=AQAqrxfizTKnuWty,2623,66,179,97,1498,6,True
2020-01-17T13:50:39+0000,904277726319518_2788143047932967,semiot problem definit nao secretari,semiotica : o problema definitivamente nao e o secretario .,897,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t1.0-9/82345241_2788142911266314_556835573554216960_n.jpg?_nc_cat=111&_nc_sid=110474&_nc_ohc=XjFDh4MDhOwAX9wwYDP&_nc_ht=scontent-gru2-1.xx&oh=754791b6382bda10dc74c2ffeb311877&oe=5EAE1205,8327,2102,66,145,112,173,True
2020-01-17T00:17:14+0000,904277726319518_2787053274708611,bolsonar diz vid acab apos eleica nao vid fer anos dev ser dur,bolsonaro diz que vida `` acabou '' apos eleicao . nao foi a vida foram as ferias de 30 anos ! deve ser duro mesmo .,2342,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQB-pbzCXykR-cNL&url=https%3A%2F%2Fconteudo.imguol.com.br%2Fc%2Fentretenimento%2Fc2%2F2020%2F01%2F16%2Fo-presidente-com-jovens-venezuelanos-que-visitaram-nesta-tarde-o-palacio-do-planalto-e-fizeram-uma-apresentacao-musical-1579203741298_v2_615x300.jpg&_nc_hash=AQBDkzWbFBw0tjbh,8331,6415,65,13,85,457,True
2020-01-14T12:03:25+0000,904277726319518_2781359461944659,wagn mour ancin censur film censur diferent usa instrument burocrat dificult produco qua govern discord nao menor duv marighell nao estre aind questa polit ano invest destruica cinem bacurau vid invisivel ganh premi festival cann agor democrac vertig indic oscar duv qualqu dess film consegu financ ancin hoj,wagner moura : a ancine censurou o filme . e uma censura diferente que usa instrumentos burocraticos para dificultar producoes das quais o governo discorda . nao tenho a menor duvida de que `` marighella '' nao estreou ainda por uma questao politica . '' no ano em que investiram na destruicao do nosso cinema 'bacurau ' e ' a vida invisivel ' ganharam premios no festival de cannes e agora 'democracia em vertigem ' foi indicado ao oscar . duvido que qualquer um desses filmes conseguisse financiamento da ancine hoje '' .,3543,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQB8tJHJCsrPL6o6&url=https%3A%2F%2Fconteudo.imguol.com.br%2Fc%2Fentretenimento%2F05%2F2019%2F06%2F27%2Fo-ator-wagner-moura-no-festival-de-berlim-1561680877481_v2_615x300.jpg&_nc_hash=AQDmg4ESKPUvGDph,10136,156,35,1723,335,109,True
2020-01-13T23:48:59+0000,904277726319518_2780344738712798,ha quant temp gent nao faz bom film pais question geni bolsonar ignor,'ha quanto tempo a gente nao faz um bom filme no pais ? ' questionou o genio bolsonaro . ignorante !,1317,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCocSjM_OMGIvd1&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F08%2F16%2F15659809845d56f93835b9f_1565980984_3x2_rt.jpg&_nc_hash=AQBmV_-CeN8HWSGu,5275,3307,57,77,971,105,True
2020-01-11T12:15:03+0000,904277726319518_2774713159275956,gesta doriacov cust acab mural grafit av mai r milha ano,gestao doria/covas : custo de acabar com mural de grafite na av . 23 de maio e de r $ 1 3 milhao ao ano !,443,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBdpqMY8oUhTc-Y&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2020%2F01%2F10%2F15787000695e190d25a7037_1578700069_3x2_rt.jpg&_nc_hash=AQAi7pAIpQ6WCj_6,1572,43,86,205,541,7,True
2020-01-11T11:08:32+0000,904277726319518_2774602482620357,colun seman sobr caus qued homicidi discut sistem penitenciari federal forc nacional cri president lul,coluna da semana sobre as causas da queda dos homicidios discute o sistema penitenciario federal e a forca nacional criados pelo presidente lula .,137,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDTxzx2pb1yiXC7&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2018%2F12%2F08%2F15443151185c0c60eec4639_1544315118_3x2_rt.jpg&_nc_hash=AQDBSnyWdTQdGQCh,976,158,2,8,5,65,True
2020-01-09T21:42:56+0000,904277726319518_2771145596299379, , ,1340,mobile_status_update,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/73033737_1228378860885811_8427447376372826112_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=4P8XHgeE8n0AX-jDXx-&_nc_ht=scontent-gru1-1.xx&oh=468812d176d5ee3db5980ef04b79d520&oe=5EAD8C3D,6103,301,26,52,15,1084,False
2020-01-08T11:38:53+0000,904277726319518_2767920453288560,alem diret envolv conflit euair algum outr pais sofr dan alem brasil imag brasil exterior tod histor nunc tao compromet govern tent equilibr propr incompetenc lastimavel,alem dos diretamente envolvidos no conflito eua-ira algum outro pais sofreu danos alem do brasil ? a imagem do brasil no exterior em toda sua historia nunca esteve tao comprometida . e o governo tenta se equilibrar na propria incompetencia . lastimavel !,958,mobile_status_update,None,11305,335,39,1789,90,83,True
2020-01-05T20:27:00+0000,904277726319518_2762416943838911,entrev tv assembl mg conced final ano pass,entrevista a tv da assembleia de mg que concedi no final do ano passado .,371,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.5256-10/69841151_2205016949801259_764739658859937792_n.jpg?_nc_cat=101&_nc_sid=ad6a45&_nc_ohc=JT4GUhc-T7EAX_2s_On&_nc_ht=scontent-gru1-1.xx&oh=e00d98d7de6a0ec33008c9392f8e901d&oe=5EAEB542,2048,57,5,0,5,279,True
2020-01-05T20:25:06+0000,904277726319518_2762413740505898,pt oposica govern bolsonar entrev tv assembl mg conced final ano pass,o pt na oposicao ao governo bolsonaro entrevista a tv da assembleia de mg que concedi no final do ano passado .,597,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.5256-10/75210534_592684984890270_685828503903404032_n.jpg?_nc_cat=105&_nc_sid=ad6a45&_nc_ohc=ur9LA_34yOoAX9_vusS&_nc_ht=scontent-gru2-2.xx&oh=7df7051ab70cf5e636dfb286c750e219&oe=5EAD738F,3400,134,16,1,7,432,True
2020-01-04T11:04:09+0000,904277726319518_2759272564153349,colun seman sobr industr burgues nacional afin ideolog empresari fascism anos bolsonar hoj,coluna da semana sobre industria e burguesia nacional e as afinidades ideologicas dos empresarios com o fascismo nos anos 1930 e com bolsonaro hoje .,256,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDOsmgVbnQk2ZaJ&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F08%2F13%2F15657321075d532d0bb07a0_1565732107_3x2_rt.jpg&_nc_hash=AQBCUUnPz30Tncvy,1396,73,12,20,16,60,True
2019-12-30T13:14:22+0000,904277726319518_2748169108597028,olav carvalh mand pais fern haddad cri plan pt cuj resum elevaca polit lumpemproletari sao band prostitut drog louc lumpemproletari domin panoram nacional,para olavo de carvalho quem manda no pais e fernando haddad que em 1998 criou um plano para o pt cujo resumo e a elevacao politica do lumpemproletariado . sao bandidos prostitutas drogados loucos . o lumpemproletariado domina o panorama nacional,1010,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQAlJ-mL8FGNeLS4&url=https%3A%2F%2Fuploads.metropoles.com%2Fwp-content%2Fuploads%2F2019%2F05%2F06173116%2FOlavo-de-Carvalho1.jpg&_nc_hash=AQCnktnq21s0dFYL,3501,8789,200,29,110,588,True
2019-12-29T12:01:59+0000,904277726319518_2745934372153835,grand mulh tristez,uma grande mulher . tristeza .,604,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDRJHklZSFgNFXY&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F12%2F29%2F15775960785e0834aed13d3_1577596078_3x2_rt.jpg&_nc_hash=AQCI4KMUVMzJMsfH,4304,31,28,3848,8,88,True
2019-12-28T10:22:13+0000,904277726319518_2743657325714873,colun seman sobr ataqu bolsonar univers public recent med provisor sobr escolh reitor,coluna da semana sobre os ataques de bolsonaro a universidade publica e a recente medida provisoria sobre escolha de reitor .,324,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCc5dvfpXJzPkk2&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F12%2F25%2F15773134825e03e4ca6e702_1577313482_3x2_rt.jpg&_nc_hash=AQBQyVQfpqFu-Rcn,1793,59,10,225,35,27,True
2019-12-26T21:43:23+0000,904277726319518_2740611092686163, , ,715,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBNAPg7LfecPCgE&url=https%3A%2F%2Fconteudo.imguol.com.br%2Fc%2Fnoticias%2F6f%2F2019%2F09%2F05%2F5set2019---o-presidente-jair-bolsonaro-seu-vice-hamilton-mourao-e-o-ministro-da-educacao-abraham-weintraub-participam-do-lancamento-do-programa-nacional-das-escolas-civico-militares-1567693712434_v2_615x300.jpg&_nc_hash=AQAncSuIrmjWucDR,1862,35,35,275,887,15,False
2019-12-24T18:00:28+0000,904277726319518_2735834633163809,feliz natal,feliz natal !,87,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQBEk-PcC41wdwZ0&w=1280&h=720&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FOR07r0ZMFb8%2Fmaxresdefault.jpg&crop&sx=0&sy=0&sw=1280&sh=720&_nc_hash=AQD1uz-ck6q3STzE,1793,18,32,1,0,580,True
2019-12-23T01:02:05+0000,904277726319518_2732180580195881,lem tim coraca ment espirit x,lema do time : coracao mente e espirito : 2 x 1 .,274,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-0/p480x480/80053892_2732180500195889_6790785796866572288_n.jpg?_nc_cat=108&_nc_sid=110474&_nc_ohc=R40z3dA4GGMAX8jNKU5&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=647acafdae4aebd1b6147c7ab40ef5b5&oe=5EACAD59,8529,111,29,0,1,2101,True
2019-12-22T22:25:49+0000,904277726319518_2731984840215455,hoj part futebol amig lul chic buarqu contr amig mst fot ricard stuckert,hoje na partida de futebol dos amigos do lula e do chico buarque contra os amigos do mst . foto : ricardo stuckert,779,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t1.0-9/s720x720/80394244_2731983616882244_6153400280634359808_n.jpg?_nc_cat=102&_nc_sid=110474&_nc_ohc=Q9GM7YQpZqAAX9GLTAL&_nc_ht=scontent-gru2-2.xx&_nc_tp=7&oh=2100e9b126100ed53c748db1f80b896d&oe=5EAFA4D4,17430,291,46,0,13,4114,True
2019-12-21T11:28:53+0000,904277726319518_2728687927211813,colun seman sobr aument desigualdad sob bolsonar penaliz pobr razo nov ameac govern,coluna da semana e sobre o aumento da desigualdade sob bolsonaro que penaliza os 50 % mais pobres . as razoes e as novas ameacas do governo .,353,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDvtG_m2bMOxmhs&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F11%2F05%2F15729857445dc1db90353d3_1572985744_3x2_xl.jpg&_nc_hash=AQD3QmLQ1SRsdhvS,1740,83,8,291,64,10,True
2019-12-19T22:42:18+0000,904277726319518_2725475510866388,mor responsabiliz suprem aument percepca social corrupca dev ped cort neg hab corpus ped flavi bolsonar,moro responsabilizou o supremo pelo aumento da percepcao social de corrupcao . deveria pedir para a corte negar o habeas corpus pedido por flavio bolsonaro .,696,mobile_status_update,None,6411,462,24,6,12,353,True
2019-12-19T12:11:13+0000,904277726319518_2724480117632594,ato defes cultur lul val rio janeir fot ricard stuckert,no ato em defesa da cultura com lula . valeu rio de janeiro ! fotos : ricardo stuckert,639,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/s720x720/80494435_2724479027632703_3839981709319733248_n.jpg?_nc_cat=108&_nc_sid=110474&_nc_ohc=ETq2HyARVG8AX_FNFvW&_nc_ht=scontent-gru1-1.xx&_nc_tp=7&oh=5a6605df7e7953f8fad704f36ce55cbb&oe=5EAF575C,8963,184,31,2,6,2373,True
2019-12-16T23:00:59+0000,904277726319518_482776805692148,fern haddad entrev econom paul nogueir batist jr,fernando haddad entrevista o economista paulo nogueira batista jr .,464,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.13418-10/72923159_612338309507585_3697049952237649920_n.jpg?_nc_cat=107&_nc_sid=ad6a45&_nc_ohc=ID6bsK--MeYAX9G8wXP&_nc_ht=scontent-gru2-1.xx&oh=16b34ed486fab562a78e24a841668d60&oe=5EACFBF0,1977,59,2,0,5,311,True
2019-12-15T14:00:43+0000,904277726319518_2716175305129742,proxim segund entrevist econom paul nogueir batist jr h alltv red soc,na proxima segunda entrevisto o economista paulo nogueira batista jr. e as 20h na alltv e nas nossas redes sociais .,172,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/p720x720/80248261_2716174685129804_256904830314872832_n.jpg?_nc_cat=103&_nc_sid=110474&_nc_ohc=-1ljnbp1zL4AX-SfeDj&_nc_ht=scontent-gru1-1.xx&_nc_tp=6&oh=96dc5a228354671a6da518519ec0f7cb&oe=5EAE38DB,3631,57,16,1,7,348,True
2019-12-15T12:47:13+0000,904277726319518_2716032381810701,compreensivel anos fer aposent anos bolsonar relat cansac extrem quer diminu ritm agend,compreensivel : depois de 28 anos de ferias aposentado aos 33 anos bolsonaro relata cansaco extremo e quer diminuir ritmo da agenda .,7020,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQD61D3eK73BVQ8d&url=https%3A%2F%2Fogimg.infoglobo.com.br%2Fin%2F24138405-08f-cb2%2FFT1086A%2F652%2Fbolsonaro2019.jpg&_nc_hash=AQBhQ9vrkQkCwLvt,9946,15323,176,76,1394,280,True
2019-12-14T11:29:36+0000,904277726319518_2713590142054925,ano bolsonar,um ano de bolsonaro .,151,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQArlhH8UPb0HxVC&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F12%2F09%2F15759123625dee83aa9b3c9_1575912362_3x2_rt.jpg&_nc_hash=AQDUjk1wsKXelm4G,1711,172,16,904,136,49,True
2019-12-13T18:48:44+0000,904277726319518_2712145788866027,boa notic henriqu schaumann rebouc tera ciclov via exclus radial ira ate centr plan mobil urban reconhec internacional pedestr ciclist usuari transport public dev ser prioriz viv sp,boa noticia : henrique schaumann e reboucas terao ciclovia ; via exclusiva da radial ira ate o centro . nosso plano de mobilidade urbana foi reconhecido internacionalmente : pedestres ciclistas e usuarios de transporte publico devem ser priorizados . viva sp .,361,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQCSSSccxepOEF8q&url=https%3A%2F%2Fimg.estadao.com.br%2Fresources%2Fjpg%2F2%2F4%2F1576253326842.jpg&_nc_hash=AQAVOcM2DfF93tin,4490,48,22,1,2,932,True
2019-12-11T23:57:24+0000,904277726319518_2708048415942431,ser bolsonar aceit debat gret,sera que o bolsonaro 64 aceitaria um debate com a greta 16 ?,1734,mobile_status_update,None,13803,9151,79,5,11,2136,True
2019-12-09T23:00:34+0000,904277726319518_1042647922746492,fern haddad entrev diplomat exministr relaco exterior cels amorim,fernando haddad entrevista o diplomata e ex-ministro das relacoes exteriores celso amorim .,408,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.13418-10/75349900_1036490336684442_7891638919022772224_n.jpg?_nc_cat=107&_nc_sid=ad6a45&_nc_ohc=q7kVYQBCRuEAX84TUY9&_nc_ht=scontent-gru2-1.xx&oh=d1d2a9a9ed942b0d1e85a0fe4498dede&oe=5EAE592A,1644,32,9,0,0,261,True
2019-12-07T21:38:14+0000,904277726319518_2698848960195710, , ,1300,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/79385653_2698848853529054_5718482340234133504_n.jpg?_nc_cat=101&_nc_sid=110474&_nc_ohc=3yGNURATeAAAX_epVpp&_nc_ht=scontent-gru1-1.xx&oh=d272b729741d44bcb847cbd7694b587b&oe=5EAC9F77,9306,128,30,95,35,739,False
2019-12-07T10:33:45+0000,904277726319518_2697696636977609,colun seman coment result pis brasil evolu tant ate estagn ca explor hipotes falt recurs educaca regio ric pais pod ter decepcion,na coluna da semana comento os resultados do pisa . por que o brasil que evoluiu tanto ate 2009 estagnou de 2012 para ca ? exploro hipoteses . faltaram recursos para a educacao ou as regioes ricas do pais podem ter decepcionado ?,124,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQC92ayP8joWu2VF&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F12%2F02%2F15753258625de590a6a3c89_1575325862_3x2_rt.jpg&_nc_hash=AQDHMgxKqZox8MDe,795,36,3,1,2,40,True
2019-12-03T12:10:11+0000,904277726319518_2688844101196196,atac direit negr indigen lgbts mulh pobr geral govern desobrig empres cumpr cot trabalh deficienc,depois de atacar direitos de negros indigenas lgbts mulheres e pobres em geral governo desobriga empresa de cumprir cota para trabalhador com deficiencia .,7438,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQACMLhoWP-H2RrQ&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2018%2F11%2F28%2F15433713105bfdfa2e4836a_1543371310_3x2_xl.jpg&_nc_hash=AQDQfekjncizhm9B,4010,40,128,3178,2866,13,True
2019-12-02T17:54:14+0000,904277726319518_2687191001361506,govern ter oportun med result nov diplomac vassalag,o governo tera a oportunidade de medir os resultados da nova diplomacia da vassalagem .,75,mobile_status_update,None,2343,182,5,96,6,13,True
2019-12-02T23:00:13+0000,904277726319518_1694779503985268,fern haddad entrev econom antoni delfim nett,fernando haddad entrevista o economista antonio delfim netto .,450,added_video,https://scontent-gru2-2.xx.fbcdn.net/v/t15.13418-10/75210577_755866131557628_6638172754002575360_n.jpg?_nc_cat=100&_nc_sid=ad6a45&_nc_ohc=PiY62RDtQO0AX_ANy5q&_nc_ht=scontent-gru2-2.xx&oh=301e86dd79f88e8e31a2468fc73682be&oe=5EAC3D06,2039,44,20,2,13,262,True
2019-11-30T11:12:45+0000,904277726319518_2681682781912328,colun seman sobr dol cont extern rum econom,coluna da semana sobre dolar contas externas e rumos da economia .,79,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQDvtG_m2bMOxmhs&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F11%2F05%2F15729857445dc1db90353d3_1572985744_3x2_xl.jpg&_nc_hash=AQD3QmLQ1SRsdhvS,830,45,3,16,13,49,True
2019-11-25T23:00:07+0000,904277726319518_2671431079604165,fern haddad entrev senador humbert cost ptpe,fernando haddad entrevista o senador humberto costa ( pt-pe ) .,294,added_video,https://scontent-gru1-1.xx.fbcdn.net/v/t15.13418-10/71570218_577110973063146_6754805322524655616_n.jpg?_nc_cat=104&_nc_sid=ad6a45&_nc_ohc=xS6dSYdzObkAX9_XL9g&_nc_ht=scontent-gru1-1.xx&oh=7695573fd910fd85dfda85f20a2251bc&oe=5EAF6D6E,2006,57,8,1,12,336,True
2019-11-25T15:18:11+0000,904277726319518_2670632116350728,parabens companheir gleis disposica lider pt mandat corag nao falt grand abrac fot ricard stuckert,parabens companheira gleisi pela disposicao em liderar o pt por mais um mandato . coragem e o que nao te falta . grande abraco ! ! foto : ricardo stuckert,327,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/s720x720/76968018_2670631636350776_2181279607485890560_n.jpg?_nc_cat=103&_nc_sid=110474&_nc_ohc=AkxIvEHZusEAX80Vv-0&_nc_ht=scontent-gru1-1.xx&_nc_tp=7&oh=758e7a75ca44f626f92f4e1f19faf604&oe=5EAEE714,8096,269,23,16,16,1406,True
2019-11-23T14:25:44+0000,904277726319518_2665632440184029,president lul abertur congress pt fot ricard stuckert,com o presidente lula na abertura do 7o congresso do pt . foto : ricardo stuckert,417,added_photos,https://scontent-gru2-2.xx.fbcdn.net/v/t1.0-9/s720x720/75552830_2665630750184198_3211502280222179328_n.jpg?_nc_cat=106&_nc_sid=110474&_nc_ohc=tmr5Zepm8bsAX8AL5ti&_nc_ht=scontent-gru2-2.xx&_nc_tp=7&oh=41d85a64b3f4abf85b113202d6930431&oe=5EACFC72,7433,184,23,0,12,1669,True
2019-11-23T12:13:03+0000,904277726319518_2665370230210250,proxim painel haddad quer amig humbert cost lid pt sen acompanh red proxim segundafeir h,o proximo painel haddad e com meu querido amigo humberto costa lider do pt no senado . acompanhe nas nossas redes na proxima segunda-feira as 20h .,181,added_photos,https://scontent-gru1-1.xx.fbcdn.net/v/t1.0-9/s720x720/74881492_2665369543543652_8092859055963373568_n.jpg?_nc_cat=101&_nc_sid=110474&_nc_ohc=ssopQAR1fUYAX_gha6Z&_nc_ht=scontent-gru1-1.xx&_nc_tp=7&oh=8f9ee385aa96feb8f5f09317ca375958&oe=5EACD917,5119,112,7,2,11,544,True
2019-11-23T10:22:50+0000,904277726319518_2665184326895507,colun seman sobr recrudesc racism sob bolsonar,minha coluna da semana sobre o recrudescimento do racismo sob bolsonaro .,108,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQAf9x3oHTa8NEnw&url=https%3A%2F%2Ff.i.uol.com.br%2Ffotografia%2F2019%2F11%2F20%2F15742773625dd590f24666d_1574277362_3x2_rt.jpg&_nc_hash=AQBLIYrM3TXcUrvu,1143,58,5,19,4,97,True
2019-11-20T14:52:33+0000,904277726319518_2658779977535942,afric escol mec traduz oit volum obra histor geral afric unesc portugu sintetiz dois livr prefeit sp transform material livr didat faz part formaca basic estud red municipal,africa nas escolas no mec traduzimos os oito volumes da obra `` historia geral da africa '' da unesco para o portugues . e depois sintetizamos em dois livros . como prefeito de sp transformamos aquele material em livro didatico para fazer parte da formacao basica dos estudantes da rede municipal .,2365,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.13418-10/74688381_2622317067859776_8650524636242509824_n.jpg?_nc_cat=109&_nc_sid=ad6a45&_nc_ohc=dV92XBd6qVEAX9xkJ4A&_nc_ht=scontent-gru2-1.xx&oh=d13eec2c417f245ef9fce224c8032414&oe=5EAC8033,9381,28,81,2,9,2647,True
2019-11-19T17:12:46+0000,904277726319518_2656883197725620,mor sempr agent polit entrev dei fabi pannunzi,moro sempre foi agente politico . entrevista que dei ao fabio pannunzio .,545,shared_story,https://external-gru1-1.xx.fbcdn.net/safe_image.php?d=AQAZ2To1vKQWxxXV&w=480&h=360&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FvZfOd_UJ46k%2Fhqdefault.jpg&crop&sx=0&sy=0&sw=480&sh=360&_nc_hash=AQBr3DR4WcTP4o8n,3264,127,11,8,12,273,True
2019-11-18T23:00:31+0000,904277726319518_467618857207259,fern haddad entrev econom eduard moreir,fernando haddad entrevista o economista eduardo moreira .,2091,added_video,https://scontent-gru2-1.xx.fbcdn.net/v/t15.13418-10/73430862_2383243995261237_5817499946500227072_n.jpg?_nc_cat=111&_nc_sid=ad6a45&_nc_ohc=WQopk8-hDpEAX_zroxO&_nc_ht=scontent-gru2-1.xx&oh=ff7ed6cb57c5bb2a7de33e56757d53fd&oe=5EAC6A60,5234,104,35,3,16,1054,True
2019-11-18T10:55:30+0000,904277726319518_2654140924666514,algum said model liberal ortodox ministr paul gued sistem financeir aliment pobrez maior populaca outr tem vou debat econom eduard moreir hoj painel haddad h,tem alguma saida para esse modelo liberal ortodoxo do ministro paulo guedes ? como o sistema financeiro se alimenta da pobreza da maioria da populacao ? esses e outros temas vou debater com o economista eduardo moreira hoje no painel haddad as 20h .,649,added_photos,https://scontent-gru2-1.xx.fbcdn.net/v/t1.0-9/s720x720/69249269_2654140631333210_5052528329341534208_n.jpg?_nc_cat=107&_nc_sid=110474&_nc_ohc=kak5p2VDMZsAX-xNA0T&_nc_ht=scontent-gru2-1.xx&_nc_tp=7&oh=9e495e882ec7e9ae7b22356a44dc1133&oe=5EAE257C,10074,337,39,15,10,1025,True
